,age,education-num,race,gender,capital-gain,capital-loss,hours-per-week,income,marital-status_Divorced,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife
12029,30,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12030,45,14,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12031,27,9,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12032,41,13,1,1,0,0,37,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12033,61,9,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12034,70,13,1,0,0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12035,55,7,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12036,35,13,1,0,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12037,36,11,1,1,0,0,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12038,29,10,1,1,0,0,60,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12039,30,13,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12040,45,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12041,39,13,1,0,5455,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12042,18,9,1,1,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12043,28,9,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12044,27,13,1,1,0,0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12045,38,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12046,33,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12047,25,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12048,25,9,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12049,38,7,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12050,23,10,1,1,0,0,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12051,40,11,1,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12052,36,9,1,1,99999,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12053,20,10,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12054,41,9,1,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12055,44,10,1,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12056,49,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12057,22,12,0,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12058,26,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12059,47,12,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12060,48,9,1,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12061,28,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12062,37,10,1,1,8614,0,55,1,0,0,0,0,0,1,0,0,1,0,0,0,0
12063,44,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12064,20,8,0,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12065,53,13,1,1,7298,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12066,36,14,1,1,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12067,21,9,1,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12068,30,12,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12069,51,11,1,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12070,47,16,1,1,99999,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12071,17,8,1,1,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12072,48,13,1,1,0,0,50,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12073,43,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12074,34,8,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12075,19,9,1,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12076,42,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12077,61,15,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12078,63,7,1,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12079,65,9,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12080,37,11,1,1,7298,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12081,41,12,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12082,35,10,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12083,21,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12084,48,13,1,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12085,51,10,1,1,0,1887,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12086,43,13,1,1,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12087,22,10,1,1,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12088,56,10,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12089,47,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12090,26,13,1,1,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12091,39,10,1,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12092,45,10,1,1,0,0,75,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12093,49,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12094,23,9,1,1,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12095,69,9,1,1,0,0,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12096,41,14,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12097,40,9,1,1,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12098,25,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12099,52,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12100,28,10,0,0,3325,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12101,50,12,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12102,21,11,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12103,48,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12104,27,15,1,1,0,0,42,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12105,63,9,1,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12106,47,16,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12107,37,16,1,1,14084,0,45,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12108,28,10,0,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12109,58,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12110,41,10,1,1,0,0,51,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12111,67,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12112,62,9,1,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12113,28,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12114,26,8,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12115,46,15,1,1,0,0,65,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12116,29,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12117,25,14,1,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12118,20,10,1,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12119,21,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12120,25,13,1,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12121,44,15,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12122,37,9,1,1,0,0,38,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12123,29,9,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12124,18,10,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12125,32,13,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12126,58,11,1,0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12127,50,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12128,29,10,1,0,0,0,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12129,58,9,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12130,29,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12131,36,9,1,1,0,0,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12132,21,9,1,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12133,49,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12134,60,14,1,0,0,0,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12135,39,10,1,1,3103,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12136,50,12,1,1,0,1902,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12137,30,10,1,0,0,0,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12138,55,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12139,64,9,1,1,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12140,29,12,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12141,40,13,1,1,7298,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12142,42,9,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12143,55,9,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12144,43,9,1,1,0,0,45,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12145,28,8,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12146,46,12,1,1,0,0,38,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12147,34,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12148,47,14,1,0,7688,0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12149,43,14,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12150,24,10,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12151,21,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12152,65,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12153,20,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12154,31,14,1,0,0,0,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12155,38,9,1,1,3464,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12156,22,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12157,44,10,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12158,44,14,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12159,41,16,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12160,38,9,1,1,0,2205,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12161,21,10,1,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12162,24,14,1,0,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12163,28,9,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12164,39,13,1,0,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12165,48,10,1,1,3325,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12166,24,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12167,50,10,1,1,4064,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12168,68,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12169,31,14,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12170,22,2,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12171,18,10,1,1,0,0,48,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12172,25,9,1,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12173,28,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12174,17,7,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12175,24,16,1,0,0,0,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12176,20,6,1,0,0,0,36,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12177,45,12,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12178,44,10,1,0,1506,0,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12179,57,4,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12180,33,13,1,1,0,1902,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12181,24,13,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12182,41,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12183,51,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12184,46,13,1,1,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12185,52,9,1,0,0,0,38,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12186,50,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12187,26,13,1,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12188,17,6,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12189,64,10,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12190,51,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12191,28,9,1,1,0,0,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12192,51,13,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12193,39,13,1,1,0,1762,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12194,48,10,1,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12195,44,10,1,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0,1,0,0
12196,47,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12197,52,9,1,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12198,58,10,1,0,0,0,39,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12199,19,7,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12200,40,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12201,23,10,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12202,31,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12203,40,12,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12204,48,10,1,1,0,0,38,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12205,46,14,1,0,0,0,50,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12206,32,9,0,0,3908,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12207,50,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12208,18,9,1,1,0,0,37,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12209,26,14,1,0,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12210,36,13,1,0,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12211,26,11,1,0,594,0,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12212,19,10,1,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12213,53,12,1,1,15024,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12214,54,10,0,1,0,0,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12215,29,10,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12216,81,14,1,1,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12217,37,14,1,0,0,0,38,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12218,40,11,1,1,0,0,50,1,1,0,0,0,0,0,0,0,1,0,0,0,0
12219,36,10,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12220,18,8,1,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12221,44,7,0,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12222,36,9,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12223,69,16,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12224,17,8,1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12225,38,11,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12226,27,9,0,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12227,52,12,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12228,24,12,1,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12229,57,13,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12230,19,6,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12231,46,4,1,0,0,1594,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12232,21,9,1,1,0,0,40,1,0,0,1,0,0,0,0,0,0,0,1,0,0
12233,29,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12234,33,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12235,26,9,1,1,0,0,70,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12236,28,9,1,1,0,0,55,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12237,26,10,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12238,37,15,1,1,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12239,49,13,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12240,28,13,1,1,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12241,57,10,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12242,60,4,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12243,20,9,1,1,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12244,38,9,1,1,0,0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12245,51,9,1,1,3137,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12246,60,10,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12247,37,13,1,1,3411,0,47,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12248,44,9,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12249,19,10,1,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12250,50,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12251,35,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12252,46,10,1,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12253,18,10,0,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12254,32,11,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12255,39,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12256,25,9,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12257,30,14,1,1,15024,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12258,37,13,1,1,0,1977,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12259,38,10,1,1,0,0,80,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12260,36,12,1,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12261,56,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12262,35,13,1,1,0,0,40,1,0,0,0,0,0,0,1,0,1,0,0,0,0
12263,56,9,1,1,0,0,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12264,17,6,1,1,0,0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12265,46,14,1,1,0,1977,45,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12266,56,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12267,61,8,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12268,25,10,1,1,0,0,43,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12269,27,9,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12270,50,9,1,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12271,33,11,1,1,0,0,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12272,33,11,1,1,7298,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12273,38,10,1,1,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12274,51,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12275,27,12,1,1,0,0,42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12276,49,14,1,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12277,26,9,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12278,42,14,1,1,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12279,37,13,0,1,0,1719,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12280,38,10,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12281,48,9,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12282,41,13,0,1,7430,0,45,1,1,0,0,0,0,0,0,0,0,0,0,1,0
12283,33,9,1,1,4386,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12284,30,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12285,25,13,1,0,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12286,50,13,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12287,54,9,1,1,0,0,36,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12288,37,7,1,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12289,59,13,1,1,15024,0,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12290,17,6,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12291,65,7,1,1,1797,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12292,56,9,1,0,99999,0,40,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12293,57,9,1,1,0,0,38,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12294,33,6,0,1,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12295,41,14,1,1,0,0,65,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12296,50,9,1,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12297,18,9,1,1,0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12298,19,10,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12299,61,12,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12300,67,7,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12301,41,10,1,1,0,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12302,29,9,1,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12303,27,10,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12304,35,9,1,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12305,37,13,1,1,0,0,90,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12306,22,7,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12307,25,6,1,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12308,26,9,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12309,27,9,1,1,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12310,26,13,1,1,6849,0,65,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12311,51,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12312,60,9,1,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12313,35,10,1,1,0,0,55,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12314,24,9,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12315,40,9,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12316,69,9,1,0,0,0,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12317,44,13,0,1,0,1977,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12318,65,9,1,0,1848,0,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12319,52,10,1,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12320,38,9,1,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12321,18,7,1,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12322,24,11,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12323,52,10,1,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12324,21,9,1,1,0,0,44,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12325,67,16,1,1,20051,0,40,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12326,64,10,1,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12327,25,10,0,1,0,0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12328,34,14,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12329,39,9,1,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12330,26,9,1,1,0,0,52,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12331,19,6,1,1,0,0,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12332,35,9,1,1,0,0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12333,26,14,1,0,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12334,38,9,1,1,0,0,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0
